Code,Description,Category,Price Excl.,Price Incl.,Avg Cost,Last Cost,Qty On Hand,Active
F5550-18,18mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-18,18mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
HT-A48-19,19 X 1/2Inch DR Long Impact,Hand Tools,110.1480,126.6700,82.6100,82.6090,1.0000,No
F5550-19,19mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0035-19CF,19mm Flanged Lockbolt Collar,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-19B06,19mm Lockbolt Pin BRAZIER (06-13),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-19B13,19mm Lockbolt Pin BRAZIER (12-19),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-19B19,19mm Lockbolt Pin BRAZIER (18-25),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-19B25,19mm Lockbolt Pin BRAZIER (24-31),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-19B32,19mm Lockbolt Pin BRAZIER (31-37),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-19B38,19mm Lockbolt Pin BRAZIER (37-43),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-19B44,19mm Lockbolt Pin BRAZIER (44-50),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-19B51,19mm Lockbolt Pin BRAZIER (50-57),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-19B57,19mm Lockbolt Pin BRAZIER (57-63),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-19B63,19mm Lockbolt Pin BRAZIER (63-70),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-19B70,19mm Lockbolt Pin BRAZIER (70-77),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-19B76,19mm Lockbolt Pin BRAZIER (77-83),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0033-19B25,19mm Lockbolt Pin BRAZIER E/G (24-31),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-19C13,19mm Lockbolt Pin CSK (12-19),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-19C19,19mm Lockbolt Pin CSK (18-25),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-19C25,19mm Lockbolt Pin CSK (24-31),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-19C32,19mm Lockbolt Pin CSK (31-37),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-19C38,19mm Lockbolt Pin CSK (37-43),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-19C44,19mm Lockbolt Pin CSK (44-50),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-19C51,19mm Lockbolt Pin CSK (50-57),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-19C57,19mm Lockbolt Pin CSK (57-63),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-19C63,19mm Lockbolt Pin CSK (63-70),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-19C70,19mm Lockbolt Pin CSK (70-77),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-19C76,19mm Lockbolt Pin CSK (77-83),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0034-19CS,19mm Standard Lockbolt Collar,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
FR-4009-TREG02001,1M Threaded Rod EN8 E/G M20X1m,Fastners,147.4750,169.6000,107.4900,104.5200,5.0000,No
FR-4024-TRSS0801,1M Threaded Rod Staineless Steel 304 (A2) M8 X 1M,Fastners,56.2000,64.6300,44.9600,44.9600,0.0000,No
F1225-5080,2 inch Nut BSW Mild Steel S/C BS1083,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1228-5080,2 inch Nut UNC Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1231-5080,2 inch Nut UNF Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-020012,2.0 x 12 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-020016,2.0 x 16 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-020016,2.0 x 16mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-020020,2.0 x 20 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-020020,2.0 x 20mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-020025,2.0 x 25 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-020025,2.0 x 25mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-020032,2.0 x 32 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-020032,2.0 x 32mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-020040,2.0 x 40 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-020040,2.0 x 40mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-020045,2.0 x 45mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-020050,2.0 x 50mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5400-2406,2.4 x 6 Rivet Dome Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5400-2408,2.4 x 8 Rivet Dome Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-025012,2.5 x 12 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-025016,2.5 x 16 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-025016,2.5 x 16mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-025018,2.5 x 18mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-025020,2.5 x 20 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-025020,2.5 x 20mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-025025,2.5 x 25 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-025025,2.5 x 25mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-025032,2.5 x 32 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-025032,2.5 x 32mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-025040,2.5 x 40 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-025040,2.5 x 40mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-025045,2.5 x 45mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-025050,2.5 x 50 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-025050,2.5 x 50mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-025063,2.5 x 63mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
33846,20 X 100MM SET SCREWS,,0.0000,0.0000,20.0000,20.0000,11.0000,Yes
109730,20 X 110 SET SCREWS ELECTRO GALV,,0.0000,0.0000,44.9500,44.9500,16.0000,Yes
65735,20 X 180MM BOLTS ELEC GLAV,,0.0000,0.0000,36.0000,36.0000,30.0000,Yes
F1575-200102120,200 x 102 x 12 Disc Spring Washer S/C DIN2093,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
BT20BG/MAR,20LT TITAN BUCKET - B GRADE MAROON,,0.0000,0.0000,18.8000,18.8000,15.0000,Yes
LT20/25BG/BLK,20LT/25LT TITAN LID - B GRADE BLACK,,0.0000,0.0000,3.8500,3.8500,15.0000,Yes
F5550-20,20mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5551-20,20mm External Circlip St/St A2 Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-20,20mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-200040,20mm x 40mm Dowel Pin Solid HRC60,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-200050,20mm x 50mm Dowel Pin Solid HRC60,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-200060,20mm x 60mm Dowel Pin Solid HRC60,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-200080,20mm x 80mm Dowel Pin Solid HRC70,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5550-22,22mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0035-22CF,22mm Flanged Lockbolt Collar,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-22,22mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-22B06,22mm Lockbolt Pin BRAZIER (06-13),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-22B13,22mm Lockbolt Pin BRAZIER (12-19),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-22B19,22mm Lockbolt Pin BRAZIER (18-25),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-22B25,22mm Lockbolt Pin BRAZIER (24-31),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-22B32,22mm Lockbolt Pin BRAZIER (31-37),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-22B38,22mm Lockbolt Pin BRAZIER (37-43),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-22B44,22mm Lockbolt Pin BRAZIER (44-50),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-22B51,22mm Lockbolt Pin BRAZIER (50-57),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-22B57,22mm Lockbolt Pin BRAZIER (57-63),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-22B63,22mm Lockbolt Pin BRAZIER (63-70),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-22B70,22mm Lockbolt Pin BRAZIER (70-77),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-22B76,22mm Lockbolt Pin BRAZIER (77-83),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0034-22CS,22mm Standard Lockbolt Collar,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5550-23,23mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
HT-A48-24,24 X 1/2 Inch DR Long Impact,Hand Tools,144.9300,166.6700,108.7000,108.6960,1.0000,No
33990,24 X 100MM SET SCREWS,,0.0000,0.0000,30.0000,30.0000,37.0000,Yes
65370,24 X 120MM SET SCREWS,,0.0000,0.0000,34.4600,34.4600,21.0000,Yes
69757,24 X 130MM SET SCREWS ELEC GLAV,,0.0000,0.0000,43.7800,43.7800,13.0000,Yes
66511,24 X 140MM SET SCREWS ELECT GALV,,0.0000,0.0000,52.4000,52.4000,17.0000,Yes
69248,24 X 260 BOLTS , HEXAGON HEAD HIGH TENSILE GR8 8 ELECTRO GAL,,0.0000,0.0000,105.4000,105.4000,21.0000,Yes
F5550-24,24mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-24,24mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
TP-C21-24040,24X40mm Masking Tape GP,Marking & Measuring,10.9390,12.5800,8.7500,8.7500,0.0000,No
TP-C22-24040,24X40mm Masking Tape HT,Marking & Measuring,13.1130,15.0800,10.4900,10.4900,0.0000,No
F1575-250127100,250 x 127 x 10 Disc Spring Washer S/C DIN2093,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1575-250127140,250 x 127 x 14 Disc Spring Washer S/C DIN2093,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5550-25,25mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-25,25mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
HB-R16-025,25mm Paint Brush Black STD,Hardware & Bulding,15.0000,17.2500,12.0000,12.0000,0.0000,No
F5550-26,26mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5551-26,26mm External Circlip St/St A2 Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-26,26mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5558-26,26mm Internal Circlip St/St A2 DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5550-28,28mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-28,28mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
EA-J63-399,3 Pin Plug,Electrical & Automotive,7.5000,8.6300,23.5200,23.5200,-68.0000,No
F2890-03019,3 X 19 Countersunk Slot Steel Woodscrew S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
FC-A01-3062,3 X 62 R-Clip Double Loop DIN 11031,Fastners,12.1480,13.9700,9.1100,9.1100,-100.0000,No
F5402-3210,3.2 x 10 Rivet Countersunk Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5400-3210,3.2 x 10 Rivet Dome Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5412-3210,3.2 x 10 Rivet Dome Full Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5408-3210,3.2 x 10 Rivet Dome Half Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5420-3210,3.2 x 10 Rivet Dome Peeled Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5432-3210,3.2 x 10 Rivet Dome Sealed Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5406-3210,3.2 x 10 Rivet Dome Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5404-3210,3.2 x 10 Rivet Large Flange Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5412-3211,3.2 x 11 Rivet Dome Full Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5402-3212,3.2 x 12 Rivet Countersunk Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5400-3212,3.2 x 12 Rivet Dome Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5408-3212,3.2 x 12 Rivet Dome Half Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5420-3212,3.2 x 12 Rivet Dome Peeled Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5432-3212,3.2 x 12 Rivet Dome Sealed Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5406-3212,3.2 x 12 Rivet Dome Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5404-3212,3.2 x 12 Rivet Large Flange Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-032012,3.2 x 12 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5412-3213,3.2 x 13 Rivet Dome Full Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5402-3215,3.2 x 15 Rivet Countersunk Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5400-3215,3.2 x 15 Rivet Dome Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5438-3215,3.2 x 15 Rivet Dome Coloured - White Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5420-3215,3.2 x 15 Rivet Dome Peeled Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5406-3215,3.2 x 15 Rivet Dome Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5412-3216,3.2 x 16 Rivet Dome Full Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-032016,3.2 x 16 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5400-3218,3.2 x 18 Rivet Dome Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5406-3218,3.2 x 18 Rivet Dome Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-032020,3.2 x 20 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-032020,3.2 x 20mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5400-3221,3.2 x 21 Rivet Dome Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5400-3224,3.2 x 24 Rivet Dome Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-032025,3.2 x 25 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5524-032025,3.2 x 25 Split Pin St/St A4,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-032025,3.2 x 25mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5400-3227,3.2 x 27 Rivet Dome Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-032032,3.2 x 32 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-032032,3.2 x 32mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-032040,3.2 x 40 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5524-032040,3.2 x 40 Split Pin St/St A4,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-032040,3.2 x 40mm Split Pin,Fastners,0.0000,0.0000,0.2000,0.2000,0.0000,Yes
F5520-032045,3.2 x 45mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-032050,3.2 x 50 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-032050,3.2 x 50mm Split Pin,Fastners,0.0000,0.0000,0.2400,0.2400,800.0000,Yes
F5520-032056,3.2 x 56mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5402-3206,3.2 x 6 Rivet Countersunk Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5400-3206,3.2 x 6 Rivet Dome Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5412-3206,3.2 x 6 Rivet Dome Full Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5408-3206,3.2 x 6 Rivet Dome Half Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5406-3206,3.2 x 6 Rivet Dome Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-032063,3.2 x 63 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-032063,3.2 x 63mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-032071,3.2 x 71mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5402-3208,3.2 x 8 Rivet Countersunk Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5400-3208,3.2 x 8 Rivet Dome Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5412-3208,3.2 x 8 Rivet Dome Full Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5408-3208,3.2 x 8 Rivet Dome Half Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5432-3208,3.2 x 8 Rivet Dome Sealed Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5406-3208,3.2 x 8 Rivet Dome Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5404-3208,3.2 x 8 Rivet Large Flange Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-032080,3.2 x 80mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
EA-Q25-01,3.7v Rechargable Battery,Electrical & Automotive,22.0350,25.3400,16.5200,16.5220,3.0000,Yes
F5341-39079,3.9 x 7.9 Rivet Semi-Tubular Oval Head Aluminium,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1636-01910,3/4 Flat Washer Imperial E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1635-01910,3/4 Flat Washer Imperial S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1637-01910,3/4 Flat Washer Imperial Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1810-3/4,3/4 inch BSP Dowty Sealing Washer (27.05 x 34.93 x 2.34),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1225-1910,3/4 inch Nut BSW Mild Steel S/C BS1083,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1228-1910,3/4 inch Nut UNC Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1231-1910,3/4 inch Nut UNF Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6000-1910,3/4 inch Taper Pipe Plug BSPT BS21,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1078-1910,3/4 inch x 16 TPI Half Lock Nut Brass Imperial (Customer Special),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0893-34112,3/4 x 11/2 UNF Set Screw Grade 5,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F32034050UNC,3/4 x 2 UNC Set Screw Grade 5,Fastners,0.0000,0.0000,8.9900,8.9900,-40.0000,Yes
F1636-00950,3/8 Flat Washer Imperial E/G,Fastners,0.0000,0.0000,0.8800,1.2600,400.0000,Yes
F1635-00950,3/8 Flat Washer Imperial S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1637-00950,3/8 Flat Washer Imperial Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6050-BSF0380,3/8 inch BSF Grease Nipple Straight BS790,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1810-3/8,3/8 inch BSP Dowty Sealing Washer (17.28 X 23.80 X 2.03),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6070-BSP0380,3/8 inch BSP Grease Nipple Button Head Industrial,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1225-0950,3/8 inch Nut BSW Mild Steel S/C BS1083,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1228-0950,3/8 inch Nut UNC Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.9400,0.9400,500.0000,Yes
F1231-0950,3/8 inch Nut UNF Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1281-3/8UNC,3/8 inch Nyloc Nut GR2 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1262-38,3/8 inch Nyloc Nut UNC Mild Steel S/C DIN985,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
FSET-B6-3/8,3/8 inch Set Screw High Tensile Grade 8.8 UNC E/G DIN933,Fastners,2.2500,2.5900,1.7100,1.7100,600.0000,No
F6000-0380,3/8 inch Taper Pipe Plug BSPT BS21,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4750-095001270,3/8 inch x 1/2 inch Grub Screw BSW S/C BS2470,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4750-095000950,3/8 inch x 3/8 inch Grub Screw BSW S/C BS2470,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0650-3804,3/8 inch x 4 inch UNC Hex Bolt S/C SAE5 DIN931,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0890-038020,3/8 inch x 50mm UNC Set Screw Grade 5 SAE5,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1229-0380,3/8 Nut UNC Grade5 E/G SAE J995,,0.1080,0.1240,0.9400,0.9400,-1200.0000,Yes
F0526-38112,3/8 X 1 1/2 UNC BOLT E/G GRADE 5,,2.3300,2.6800,2.3300,2.3300,200.0000,Yes
F0890-38114,3/8 x 1 1/4 inch UNC Set Screw Grade 5,Fastners,0.0000,0.0000,1.3700,1.3700,410.0000,Yes
FSET-I27-3/8011/4,3/8 X 1 1/4 UNC Set Screw Grade 5,Fastners,2.3870,2.7500,1.7900,1.7900,500.0000,No
F320381UNC,3/8 x 1 UNC Set Screw,Fastners,0.0000,0.0000,1.1700,1.1700,0.0000,Yes
F4055-030801,3/8 x 1m UNC Threaded Rod Mid Steel S/C,Fastners,32.8880,37.8210,26.3100,26.3100,10.0000,Yes
FSET-I27-3/8X20,3/8 X 20 UNC Set Screw E/G,Fastners,0.0000,0.0000,1.6800,1.6800,1000.0000,No
F0891-38020,3/8 x 20mm UNC Set Screw Grade 5 E/G SAE5,Fastners,0.0000,0.0000,1.9700,2.0300,500.0000,Yes
FSET-I27-3/8X25,3/8 X 25 UNC Set Screw E/G,Fastners,0.0000,0.0000,1.9200,1.9200,1000.0000,No
F0890-38034,3/8 x 3/4 inch UNC Set Screw Grade 5,Fastners,0.0000,0.0000,1.7900,1.7900,500.0000,Yes
F0891-38034,3/8 x 3/4mm UNC Set Screw Grade 5 E/G SAE5,Fastners,2.0500,2.3570,1.9500,1.9500,0.0000,Yes
FSET-I27-3/8X30,3/8 X 30 UNC Set Screw E/G,Fastners,0.0000,0.0000,1.8400,1.8400,1000.0000,No
F0525-38100,3/8 x 4 Inch UNC Bolt Grade 5 S/C,Fastners,4.3010,4.9460,3.7400,3.7400,0.0000,Yes
D-B14-D1205300,30 X MT - 3X175X296 HSS(M2) Jobber Taper Shank Drill Steam Homo,Drills,1126.7480,1295.7600,901.4000,901.4000,0.0000,No
