Code,Description,Category,Price Excl.,Price Incl.,Avg Cost,Last Cost,Qty On Hand,Active
F6065-BSP1615,M16 x 1.5 Grease Nipple Button Head Standard,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1085-1615,M16 x 1.5 Half Lock Nut High Tensile Grade 8 S/C DIN439 Metric Fine,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1135-16,M16 x 1.5 Nut High Tensile Grade 8 S/C DIN934 Metric Fine,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1260-16150,M16 x 1.5 Nyloc Nut Class 8 E/G DIN985 Metric Fine,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1261-16150,M16 x 1.5 Nyloc Nut Class 8 Y/P DIN985 Metric Fine,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0626-16100,M16 x 100 Bolt Friction Grip Grade 10.9 tZn EN14399-4 HV (FULLY CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0540-16100,M16 x 100 Bolt High Tensile Grade 10.9 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-16100,M16 x 100 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0532-16100,M16 x 100 Bolt High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0530-16100,M16 x 100 Bolt High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-16100,M16 x 100 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0610-16100,M16 x 100 Bolt Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4591-16100,M16 x 100 Countersunk Cap Screw Gr 10.9 E/G DIN7991 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4592-16100,M16 x 100 Countersunk Cap Screw Gr 10.9 HDG DIN7991 (NOT CERTIFIED),Fastners,0.0000,0.0000,13.6000,13.6000,0.0000,Yes
F4590-16100,M16 x 100 Countersunk Cap Screw Gr 10.9 S/C DIN7991,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2101-16100,M16 x 100 Countersunk Machine Screw Slotted E/G DIN963,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0701-16100,M16 x 100 Countersunk NIB Bolt Grade 4.8 E/G SANS1143,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0702-16100,M16 x 100 Countersunk NIB Bolt Grade 4.8 HDG SANS1143,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0700-16100,M16 x 100 Countersunk NIB Bolt Grade 4.8 S/C SANS1143,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0706-16100,M16 x 100 Cup Square Bolt & Nut Grade 4.8 E/G SANS1143,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0790-16100,M16 x 100 Set Screw High Tensile Grade 10.9 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0781-16100,M16 x 100 Set Screw High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,7.6500,7.6500,7.0000,Yes
F0782-16100,M16 x 100 Set Screw High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0780-16100,M16 x 100 Set Screw High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0783-16100,M16 x 100 Set Screw High Tensile Grade 8.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0761-16100,M16 x 100 Set Screw Mild Steel Grade 4.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0762-16100,M16 x 100 Set Screw Mild Steel Grade 4.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0760-16100,M16 x 100 Set Screw Mild Steel Grade 4.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-16100,M16 x 100 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0860-16100,M16 x 100 Set Screw Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-16100,M16 x 100 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-16100,M16 x 100 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4540-16100,M16 x 100 Socket Head Cap Screw St/St 304(A2) DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4541-16100,M16 x 100 Socket Head Cap Screw St/St 316(A4) DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5500-16100,M16 x 100 Straight-Type Spring Pin ISO8752 (Roll Pin - Sellok),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0551-1610015,M16 x 100 x 1.5 Bolt High Tensile Grade 8.8 E/G Metric Fine,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0801-1610015,M16 x 100 x 1.5 Set Screw HT Grade 8.8 E/G DIN961 Metric Fine,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8801-16100,M16 x 100NB U-Bolt Mild Steel E/G (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,32.1800,32.1800,0.0000,Yes
F8802-16100,M16 x 100NB U-Bolt Mild Steel HDG (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8805-16100,M16 x 100NB U-Bolt Stainless Steel Gr 304 (A2) (For Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8806-16100,M16 x 100NB U-Bolt Stainless Steel Gr 316 (A4) (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0540-16110,M16 x 110 Bolt High Tensile Grade 10.9 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-16110,M16 x 110 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0532-16110,M16 x 110 Bolt High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0530-16110,M16 x 110 Bolt High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-16110,M16 x 110 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0610-16110,M16 x 110 Bolt Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0790-16110,M16 x 110 Set Screw High Tensile Grade 10.9 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0781-16110,M16 x 110 Set Screw High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,9.2000,9.2000,5.0000,Yes
F0782-16110,M16 x 110 Set Screw High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0780-16110,M16 x 110 Set Screw High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0783-16110,M16 x 110 Set Screw High Tensile Grade 8.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-16110,M16 x 110 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0860-16110,M16 x 110 Set Screw Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-16110,M16 x 110 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-16110,M16 x 110 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0551-1611015,M16 x 110 x 1.5 Bolt High Tensile Grade 8.8 E/G Metric Fine,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8821-160110,M16 x 110OD U-Bolt Mild Steel E/G (for HDPE Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-16115,M16 x 115 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0540-16120,M16 x 120 Bolt High Tensile Grade 10.9 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-16120,M16 x 120 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,10.4000,10.4000,16.0000,Yes
F0532-16120,M16 x 120 Bolt High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0530-16120,M16 x 120 Bolt High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-16120,M16 x 120 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0610-16120,M16 x 120 Bolt Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4591-16120,M16 x 120 Countersunk Cap Screw Gr 10.9 E/G DIN7991 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4590-16120,M16 x 120 Countersunk Cap Screw Gr 10.9 S/C DIN7991,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0781-16120,M16 x 120 Set Screw High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,20.3500,20.3500,-16.0000,Yes
F0780-16120,M16 x 120 Set Screw High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0783-16120,M16 x 120 Set Screw High Tensile Grade 8.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-16120,M16 x 120 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0860-16120,M16 x 120 Set Screw Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-16120,M16 x 120 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-16120,M16 x 120 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0551-1612015,M16 x 120 x 1.5 Bolt High Tensile Grade 8.8 E/G Metric Fine,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2101-16120,M16 x 125 Countersunk Machine Screw Slotted E/G DIN963,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8801-16125,M16 x 125NB U-Bolt Mild Steel E/G (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8802-16125,M16 x 125NB U-Bolt Mild Steel HDG (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8821-160125,M16 x 125OD U-Bolt Mild Steel E/G (for HDPE Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0540-16130,M16 x 130 Bolt High Tensile Grade 10.9 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-16130,M16 x 130 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0532-16130,M16 x 130 Bolt High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0530-16130,M16 x 130 Bolt High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-16130,M16 x 130 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4590-16130,M16 x 130 Countersunk Cap Screw Gr 10.9 S/C DIN7991,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0706-16130,M16 x 130 Cup Square Bolt & Nut Grade 4.8 E/G SANS1143,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0781-16130,M16 x 130 Set Screw High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,12.3900,12.3900,9.0000,Yes
F0782-16130,M16 x 130 Set Screw High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-16130,M16 x 130 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0860-16130,M16 x 130 Set Screw Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-16130,M16 x 130 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-16130,M16 x 130 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0540-16140,M16 x 140 Bolt High Tensile Grade 10.9 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-16140,M16 x 140 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0532-16140,M16 x 140 Bolt High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0530-16140,M16 x 140 Bolt High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-16140,M16 x 140 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0610-16140,M16 x 140 Bolt Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4581-16140,M16 x 140 Countersunk Cap Screw Gr 8.8 E/G ISO10642 (FULL IMPORT),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0781-16140,M16 x 140 Set Screw High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-16140,M16 x 140 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0860-16140,M16 x 140 Set Screw Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-16140,M16 x 140 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-16140,M16 x 140 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5500-16140,M16 x 140 Straight-Type Spring Pin ISO8752 (Roll Pin - Sellok),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0551-1614015,M16 x 140 x 1.5 Bolt High Tensile Grade 8.8 E/G Metric Fine,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8821-160140,M16 x 140OD U-Bolt Mild Steel E/G (for HDPE Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0540-16150,M16 x 150 Bolt High Tensile Grade 10.9 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-16150,M16 x 150 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0532-16150,M16 x 150 Bolt High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0530-16150,M16 x 150 Bolt High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0533-16150,M16 x 150 Bolt High Tensile Grade 8.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-16150,M16 x 150 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0610-16150,M16 x 150 Bolt Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2101-16150,M16 x 150 Countersunk Machine Screw Slotted E/G DIN963,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2100-16150,M16 x 150 Countersunk Machine Screw Slotted S/C DIN963,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0781-16150,M16 x 150 Set Screw High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0783-16150,M16 x 150 Set Screw High Tensile Grade 8.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-16150,M16 x 150 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0860-16150,M16 x 150 Set Screw Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-16150,M16 x 150 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-16150,M16 x 150 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8801-16150,M16 x 150NB U-Bolt Mild Steel E/G (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,-6.0000,Yes
F8802-16150,M16 x 150NB U-Bolt Mild Steel HDG (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,52.0500,52.0500,6.0000,Yes
F8805-16150,M16 x 150NB U-Bolt Stainless Steel Gr 304 (A2) (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4611-16016,M16 x 16 Grub Screw Cup Point Gr 45H E/G DIN916 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4610-16016,M16 x 16 Grub Screw Cup Point Gr 45H S/C DIN916,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4615-16016,M16 x 16 Grub Screw Cup Point St/St 304(A2) DIN916,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-16160,M16 x 160 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0532-16160,M16 x 160 Bolt High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0530-16160,M16 x 160 Bolt High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-16160,M16 x 160 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0610-16160,M16 x 160 Bolt Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0783-16160,M16 x 160 Set Screw High Tensile Grade 8.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-16160,M16 x 160 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-16160,M16 x 160 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-16160,M16 x 160 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8821-160160,M16 x 160OD U-Bolt Mild Steel E/G (for HDPE Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-16170,M16 x 170 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8801-16175,M16 x 175NB U-Bolt Mild Steel E/G (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-16180,M16 x 180 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0532-16180,M16 x 180 Bolt High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0530-16180,M16 x 180 Bolt High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,14.2200,14.2200,15.0000,Yes
FBLT-B5-M16180,M16 X 180 Bolt High Tensile S/C,Fastners,0.0000,0.0000,15.5500,15.5520,40.0000,No
F0600-16180,M16 x 180 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0782-16180,M16 x 180 Set Screw High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-16180,M16 x 180 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-16180,M16 x 180 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8821-160180,M16 x 180OD U-Bolt Mild Steel E/G (for HDPE Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-16190,M16 x 190 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-16190,M16 x 190 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-16190,M16 x 190 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4045-16,M16 x 1m Threaded Rod Brass,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4011-16,M16 x 1m Threaded Rod EN8 E/G,Fastners,0.0000,0.0000,56.9500,56.9500,-28.0000,Yes
F4013-16,M16 x 1m Threaded Rod EN8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4010-16,M16 x 1m Threaded Rod EN8 S/C,Fastners,0.0000,0.0000,48.6700,48.6700,4.0000,Yes
F4021-16,M16 x 1m Threaded Rod Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4023-16,M16 x 1m Threaded Rod Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4020-16,M16 x 1m Threaded Rod Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4001-16,M16 x 1m Threaded Rod Mild Steel E/G,Fastners,0.0000,0.0000,57.0200,56.9500,29.0000,Yes
F4003-16,M16 x 1m Threaded Rod Mild Steel HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4000-16,M16 x 1m Threaded Rod Mild Steel S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4035-16,M16 x 1m Threaded Rod Stainless Steel 304(A2),Fastners,0.0000,0.0000,160.0000,176.0000,3.0000,Yes
F4040-16,M16 x 1m Threaded Rod Stainless Steel 316(A4),Fastners,0.0000,0.0000,0.0000,0.0000,-2.0000,Yes
D-V39-TC814606,M16 X 2.0 Gun Point Tap HSS-E Combo DIN371 6H 110.0L,Drills,545.7220,627.5800,436.5800,436.5800,0.0000,No
F1349-162024,M16 x 2.0 x 24AF Weld Nut Hex Mild Steel S/C DIN929,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4611-16020,M16 x 20 Grub Screw Cup Point Gr 45H E/G DIN916 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4610-16020,M16 x 20 Grub Screw Cup Point Gr 45H S/C DIN916,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4615-16020,M16 x 20 Grub Screw Cup Point St/St 304(A2) DIN916,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-16020,M16 x 20 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0860-16020,M16 x 20 Set Screw Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-16020,M16 x 20 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-16020,M16 x 20 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0540-16200,M16 x 200 Bolt High Tensile Grade 10.9 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-16200,M16 x 200 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0532-16200,M16 x 200 Bolt High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0530-16200,M16 x 200 Bolt High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-16200,M16 x 200 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0781-16200,M16 x 200 Set Screw High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0780-16200,M16 x 200 Set Screw High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-16200,M16 x 200 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-16200,M16 x 200 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8801-16200,M16 x 200NB U-Bolt Mild Steel E/G (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,-7.0000,Yes
F8802-16200,M16 x 200NB U-Bolt Mild Steel HDG (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,62.3000,62.3000,7.0000,Yes
F8805-16200,M16 x 200NB U-Bolt Stainless Steel Gr 304 (A2) (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8806-16200,M16 x 200NB U-Bolt Stainless Steel Gr 316 (A4) (For Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
